book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4509,63032,63032,3294830,84,843396867X,9.78843E+12,Roberto Bolaño,2004,2666,2666,spa,4.2,15000,22318,2930,622,1147,2739,6398,11412,https://images.gr-assets.com/books/1412644327m/63032.jpg,https://images.gr-assets.com/books/1412644327s/63032.jpg
4519,181886,181886,175757,40,451460286,9.78045E+12,"Diana L. Paxson, Marion Zimmer Bradley",2004,Ancestors of Avalon ,"Ancestors of Avalon (Avalon, #5)",eng,3.89,21408,22025,140,1080,1552,4634,6173,8586,https://images.gr-assets.com/books/1311305924m/181886.jpg,https://images.gr-assets.com/books/1311305924s/181886.jpg
4574,156530,156530,1584087,16,1401202012,9.7814E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",eng,4.22,24954,25290,550,197,554,3789,9702,11048,https://images.gr-assets.com/books/1306252925m/156530.jpg,https://images.gr-assets.com/books/1306252925s/156530.jpg
4614,3648,3648,3255539,45,030726419X,9.78031E+12,Claire Messud,2006,The Emperor's Children,The Emperor's Children,,2.93,15362,17593,2748,1958,4099,6121,4059,1356,https://images.gr-assets.com/books/1320497348m/3648.jpg,https://images.gr-assets.com/books/1320497348s/3648.jpg
4711,3018539,3018539,317973,109,151012741,9.78015E+12,"José Saramago, Margaret Jull Costa",2005,As Intermitências da Morte,Death With Interruptions,eng,3.97,12984,22302,2401,404,1174,4551,8709,7464,https://images.gr-assets.com/books/1327937800m/3018539.jpg,https://images.gr-assets.com/books/1327937800s/3018539.jpg
4739,5989573,5989573,6163602,21,1934964107,9.78193E+12,Bryan Lee O'Malley,2009,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe","Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,24936,26099,773,63,406,3250,9534,12846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4784,5396496,5396496,5464024,67,1741753597,9.78174E+12,Christos Tsiolkas,2008,The Slap,The Slap,eng,3.16,18037,21468,2781,2342,3586,6580,6319,2641,https://images.gr-assets.com/books/1330062364m/5396496.jpg,https://images.gr-assets.com/books/1330062364s/5396496.jpg
4788,9799,9799,1971520,37,571219357,9.78057E+12,Jonathan Lethem,2003,The Fortress of Solitude,The Fortress of Solitude,eng,3.87,15100,18114,1369,421,1188,3995,7181,5329,https://images.gr-assets.com/books/1418677318m/9799.jpg,https://images.gr-assets.com/books/1418677318s/9799.jpg
4793,251762,251762,2482870,33,385498802,9.78039E+12,Myla Goldberg,2000,Bee Season,Bee Season,eng,3.55,21160,22184,1484,661,2299,7318,8016,3890,https://images.gr-assets.com/books/1371912051m/251762.jpg,https://images.gr-assets.com/books/1371912051s/251762.jpg
4806,478951,478951,3898723,29,553813153,9.78055E+12,Steven Erikson,2006,The Bonehunters,"The Bonehunters (Malazan Book of the Fallen, #6)",eng,4.42,20359,22668,603,116,320,2100,7539,12593,https://images.gr-assets.com/books/1399934281m/478951.jpg,https://images.gr-assets.com/books/1399934281s/478951.jpg
4874,21325,21325,1330999,12,1401202225,9.7814E+12,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers","Fables, Vol. 4: March of the Wooden Soldiers",eng,4.29,23624,23961,689,188,425,2936,9133,11279,https://images.gr-assets.com/books/1327870401m/21325.jpg,https://images.gr-assets.com/books/1327870401s/21325.jpg
4885,3974,3974,3025639,16,316017442,9.78032E+12,Dan Simmons,2007,The Terror,The Terror,eng,4,21225,24226,2610,521,1324,4438,9180,8763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4893,148821,148821,515240,30,142000159,9.78014E+12,Ross King,2000,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,en-US,3.84,17931,18672,677,744,1261,4278,6357,6032,https://images.gr-assets.com/books/1309288056m/148821.jpg,https://images.gr-assets.com/books/1309288056s/148821.jpg
4899,828387,828387,4240781,71,141020520,9.78014E+12,Marina Lewycka,2005,A Short History of Tractors in Ukrainian,A Short History of Tractors in Ukrainian,en-US,3.37,18204,21286,2235,841,2715,7877,7336,2517,https://images.gr-assets.com/books/1327935785m/828387.jpg,https://images.gr-assets.com/books/1327935785s/828387.jpg
4951,2182780,2182780,2188473,18,1401216226,9.7814E+12,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,Batman: The Man Who Laughs,Batman: The Man Who Laughs,eng,4.09,16933,17748,375,187,703,3704,5931,7223,https://images.gr-assets.com/books/1486038991m/2182780.jpg,https://images.gr-assets.com/books/1486038991s/2182780.jpg
4969,7147831,7147831,7412679,93,,9.78825E+12,Karl Ove Knausgård,2009,Min kamp 1,Min kamp 1 (Min kamp #1),nor,4.08,7886,20208,2345,373,956,3151,7999,7729,https://images.gr-assets.com/books/1262695721m/7147831.jpg,https://images.gr-assets.com/books/1262695721s/7147831.jpg
5019,34072,34072,1315,17,224063979,9.78022E+12,Chris Ware,2000,Jimmy Corrigan: The Smartest Kid on Earth,"Jimmy Corrigan, the Smartest Kid on Earth",,4.1,17128,19120,1083,664,1163,2855,5391,9047,https://images.gr-assets.com/books/1327962921m/34072.jpg,https://images.gr-assets.com/books/1327962921s/34072.jpg
5037,77103,77103,74541,58,375758771,9.78038E+12,Amitav Ghosh,2000,The Glass Palace,The Glass Palace,eng,3.94,16535,17741,1284,219,867,3990,7401,5264,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5047,68497,68497,731674,46,345460014,9.78035E+12,China Miéville,2002,The Scar,"The Scar (Bas-Lag, #2)",eng,4.15,20745,23257,1393,245,774,3644,9104,9490,https://images.gr-assets.com/books/1320435192m/68497.jpg,https://images.gr-assets.com/books/1320435192s/68497.jpg
5090,2198274,2198274,2204022,53,446581194,9.78045E+12,"Douglas Preston, Mario Spezi",2008,The Monster of Florence: A True Story,The Monster of Florence,en-US,3.72,21548,23310,2423,443,1799,6746,9163,5159,https://images.gr-assets.com/books/1306075698m/2198274.jpg,https://images.gr-assets.com/books/1306075698s/2198274.jpg
5091,112525,112525,1693257,44,031605755X,9.78032E+12,Daniel Woodrell,2006,Winter's Bone,Winter's Bone,eng,3.92,18306,23007,3070,350,1283,4893,9755,6726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5097,41951,41951,3154658,59,451203771,9.78045E+12,Maeve Binchy,2000,The Scarlet Feather,Scarlet Feather,eng,3.93,20948,22198,796,141,817,5761,9175,6304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5099,34503,34503,1371210,26,60507772,9.78006E+12,"Terry Pratchett, Paul Kidby",2001,The Last Hero,"The Last Hero (Discworld, #27; Rincewind #7)",eng,4.15,22537,25208,568,53,600,4884,9544,10127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5126,53926,53926,2674629,130,9707704667,9.78971E+12,Mario Vargas Llosa,2006,Travesuras de la niña mala,Travesuras de la niña mala,spa,4.04,11707,19168,1478,285,1028,3604,7038,7213,https://images.gr-assets.com/books/1405421130m/53926.jpg,https://images.gr-assets.com/books/1405421130s/53926.jpg
5128,4031,4031,1374605,59,375727272,9.78038E+12,Bret Easton Ellis,2005,Lunar Park,Lunar Park,,3.6,16431,18490,877,684,2040,5390,6336,4040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5150,446,446,1991577,66,312426232,9.78031E+12,Paul Auster,2005,The Brooklyn Follies,The Brooklyn Follies,eng,3.81,15635,18350,1348,241,1057,4746,8145,4161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5173,184040,184040,1584085,14,1401202322,9.7814E+12,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",eng,4.25,22207,22487,511,149,478,3126,8557,10177,https://images.gr-assets.com/books/1335238541m/184040.jpg,https://images.gr-assets.com/books/1335238541s/184040.jpg
5181,79426,79426,76693,13,1401210090,9.7814E+12,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",eng,4.25,22220,22484,330,229,471,3170,8270,10344,https://images.gr-assets.com/books/1311830366m/79426.jpg,https://images.gr-assets.com/books/1311830366s/79426.jpg
5202,4070095,4070095,4117200,12,307377326,9.78031E+12,David Mazzucchelli,2009,Asterios Polyp,Asterios Polyp,eng,4.19,19635,19916,1305,487,804,2827,6191,9607,https://images.gr-assets.com/books/1327877671m/4070095.jpg,https://images.gr-assets.com/books/1327877671s/4070095.jpg
5274,86856,86856,107052,38,60012781,9.78006E+12,Anthony Bourdain,2001,A Cook's Tour: Global Adventures in Extreme Cuisines,A Cook's Tour: Global Adventures in Extreme Cuisines,eng,3.97,16719,18151,885,209,639,4076,7837,5390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5297,139254,139254,936155,58,618562036,9.78062E+12,Anchee Min,2003,Empress Orchid,"Empress Orchid (Empress Orchid, #1)",en-US,3.87,17318,19138,1158,221,1030,4906,7816,5165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5331,156532,156532,885421,13,1401213510,9.7814E+12,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007,Y: The Last Man Vol. 9: Motherland,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",eng,4.27,20511,20718,365,161,509,2731,7476,9841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5332,3973,3973,3185401,52,380817926,9.78038E+12,Dan Simmons,2003,Ilium,"Ilium (Ilium, #1)",eng,4.01,19242,21323,906,376,1055,4007,8408,7477,https://images.gr-assets.com/books/1390894862m/3973.jpg,https://images.gr-assets.com/books/1390894862s/3973.jpg
5347,26999,26999,948606,47,014303541X,9.78014E+12,Jasper Fforde,2004,Something Rotten,"Something Rotten (Thursday Next, #4)",eng,4.15,24526,27581,1257,89,495,4848,12042,10107,https://images.gr-assets.com/books/1479773726m/26999.jpg,https://images.gr-assets.com/books/1479773726s/26999.jpg
5366,2202230,2202230,2207992,14,140121813X,9.7814E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,Y: The Last Man Vol. 10: Whys And Wherefores,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",eng,4.34,19916,20175,1038,210,595,2255,6180,10935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5385,16059,16059,1617177,38,375727132,9.78038E+12,Ann Packer,2002,The Dive From Clausen's Pier,The Dive From Clausen's Pier,eng,3.41,18445,19639,1741,792,2376,7168,6543,2760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5395,17645,17645,3016476,77,1841957178,9.78184E+12,Margaret Atwood,2005,The Penelopiad,The Penelopiad,en-US,3.66,21731,25698,2512,464,2307,8074,9567,5286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5398,167010,167010,1138857,17,140120077X,9.7814E+12,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm","Fables, Vol. 2: Animal Farm",eng,4.12,23951,24620,1113,133,645,4400,10514,8928,https://images.gr-assets.com/books/1364233122m/167010.jpg,https://images.gr-assets.com/books/1364233122s/167010.jpg
5401,22358,22358,23384,20,1401204953,9.7814E+12,"Grant Morrison, Frank Quitely",2005,We3,We3,eng,3.95,18822,19717,879,811,1239,3777,6104,7786,https://images.gr-assets.com/books/1336056522m/22358.jpg,https://images.gr-assets.com/books/1336056522s/22358.jpg
5421,44001,44001,573909,52,312424671,9.78031E+12,Andrea Levy,2004,Small Island,Small Island,en-US,3.89,17205,19654,1248,320,1003,4534,8385,5412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5429,61886,61886,1129349,49,7133618,9.78001E+12,Lois McMaster Bujold,2000,The Curse of Chalion,"The Curse of Chalion (World of the Five Gods, #1)",eng,4.16,21007,24136,1661,318,852,3764,9004,10198,https://images.gr-assets.com/books/1322571773m/61886.jpg,https://images.gr-assets.com/books/1322571773s/61886.jpg
5448,19661,19661,1435094,41,037570342X,9.78038E+12,Rohinton Mistry,2001,Family Matters,Family Matters,eng,3.99,16790,17802,808,141,654,3799,7814,5394,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5478,139087,139087,918312,51,739464469,9.78074E+12,Alan Hollinghurst,2004,The Line of Beauty,The Line of Beauty,eng,3.7,15844,17760,1055,790,1749,4280,6190,4751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5551,53969,53969,947074,113,571207766,9.78057E+12,"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,The Feast of the Goat,eng,4.22,10961,17158,1354,189,557,2348,6291,7773,https://images.gr-assets.com/books/1439920504m/53969.jpg,https://images.gr-assets.com/books/1439920504s/53969.jpg
5556,3656,3656,987554,81,1400097029,9.7814E+12,John Banville,2005,The Sea,The Sea,eng,3.49,16558,18999,1882,937,2471,5705,6140,3746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5586,156529,156529,1584089,13,1401205011,9.7814E+12,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,21255,402,203,561,3305,7786,9400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5587,2017056,2017056,2144298,22,307394956,9.78031E+12,Chris Bohjalian,2008,Skeletons at the Feast,Skeletons at the Feast,,3.99,18706,20246,2202,311,846,3968,8762,6359,https://images.gr-assets.com/books/1320413130m/2017056.jpg,https://images.gr-assets.com/books/1320413130s/2017056.jpg
5625,2845287,2845287,3093704,15,1594489998,9.78159E+12,Sarah Vowell,2008,The Wordy Shipmates,The Wordy Shipmates,en-US,3.66,17541,18786,2519,470,1568,5652,7337,3759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5672,459064,459064,4379974,32,593046315,9.78059E+12,Steven Erikson,2007,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539,19293,511,98,328,2179,6949,9739,https://images.gr-assets.com/books/1403011403m/459064.jpg,https://images.gr-assets.com/books/1403011403s/459064.jpg
5693,3106441,3106441,3137694,15,812979915,9.78081E+12,Christian Lander,2008,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,3.76,15888,16404,1091,414,1294,4620,5603,4473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5714,89190,89190,3024029,35,044101173X,9.78044E+12,Alastair Reynolds,2003,Redemption Ark,Redemption Ark,eng,4.13,16484,18059,482,83,398,3008,8167,6403,https://images.gr-assets.com/books/1309206851m/89190.jpg,https://images.gr-assets.com/books/1309206851s/89190.jpg
5752,102958,102958,99261,12,1563897156,9.78156E+12,"Garth Ennis, Steve Dillon",2001,,"Preacher, Volume 9: Alamo",eng,4.33,17930,18129,289,275,564,2126,5078,10086,https://images.gr-assets.com/books/1309916938m/102958.jpg,https://images.gr-assets.com/books/1309916938s/102958.jpg
5774,3300,3300,104,89,61161535,9.78006E+12,"Isabel Allende, Margaret Sayers Peden",2006,Inés del alma mía,Inés of My Soul,en-US,3.9,13539,17411,1473,249,970,4206,6888,5098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5911,50618,50618,1779328,58,312990960,9.78031E+12,Paul Auster,2002,The Book of Illusions,The Book of Illusions,eng,3.89,13583,16362,899,202,867,3905,6909,4479,https://images.gr-assets.com/books/1391954093m/50618.jpg,https://images.gr-assets.com/books/1391954093s/50618.jpg
5923,47720,47720,460092,22,140120113X,9.7814E+12,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights,The Sandman: Endless Nights,eng,4.34,20416,21560,609,44,321,2890,7372,10933,https://images.gr-assets.com/books/1327948224m/47720.jpg,https://images.gr-assets.com/books/1327948224s/47720.jpg
5926,550720,25584847,134485,66,1594482306,9.78159E+12,Sarah Waters,2006,The Night Watch,The Night Watch,en-US,3.67,13798,18625,1544,498,1636,5376,7102,4013,https://images.gr-assets.com/books/1394331077m/550720.jpg,https://images.gr-assets.com/books/1394331077s/550720.jpg
5933,3181564,3181564,3214322,5,312427808,9.78031E+12,"Yōko Ogawa, Stephen Snyder",2003,博士の愛した数式 ,The Housekeeper and the Professor,eng,3.94,16865,19780,3382,173,895,4520,8562,5630,https://images.gr-assets.com/books/1344313042m/3181564.jpg,https://images.gr-assets.com/books/1344313042s/3181564.jpg
5947,6820,6820,1439,41,812966929,9.78081E+12,David Mitchell,2001,number9dream,number9dream,,3.92,13726,16451,1285,244,810,3617,7196,4584,https://images.gr-assets.com/books/1320540682m/6820.jpg,https://images.gr-assets.com/books/1320540682s/6820.jpg
5951,938544,938544,3898730,27,765310082,9.78077E+12,Steven Erikson,2008,Toll the Hounds,"Toll the Hounds (The Malazan Book of the Fallen, #8)",en-US,4.33,15942,18457,540,130,396,2221,6261,9449,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5980,26085,26085,530148,19,1401204589,9.7814E+12,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,Identity Crisis,Identity Crisis,eng,4.03,16744,17429,588,635,1018,2943,5442,7391,https://images.gr-assets.com/books/1327948044m/26085.jpg,https://images.gr-assets.com/books/1327948044s/26085.jpg
5993,21329,21329,1138856,17,140120256X,9.7814E+12,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng,4.15,24730,25171,791,282,688,4192,9862,10147,https://images.gr-assets.com/books/1363682851m/21329.jpg,https://images.gr-assets.com/books/1363682851s/21329.jpg
6042,110090,110090,2134852,65,375724672,9.78038E+12,Peter Carey,2000,True History of the Kelly Gang,True History of the Kelly Gang,en-US,3.8,14347,15928,839,436,1094,3876,6297,4225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6125,14280,14280,2040369,82,1400077915,9.7814E+12,Alice Munro,2004,Runaway,Runaway,eng,3.98,13389,15889,1688,208,812,3150,6603,5116,https://images.gr-assets.com/books/1431005856m/14280.jpg,https://images.gr-assets.com/books/1431005856s/14280.jpg
6126,886066,886066,871329,29,1841494186,9.78184E+12,Iain M. Banks,2008,Matter,"Matter (Culture, #8)",eng,4.03,15438,17614,761,119,601,3581,7617,5696,https://images.gr-assets.com/books/1327954631m/886066.jpg,https://images.gr-assets.com/books/1327954631s/886066.jpg
6150,279561,279561,1775843,35,345457714,9.78035E+12,Richard K. Morgan,2003,Broken Angels,"Broken Angels (Takeshi Kovacs, #2)",eng,4,15544,17584,686,110,640,3753,7757,5324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6165,22322,22322,1715356,47,399154302,9.7804E+12,William Gibson,2007,Spook Country,"Spook Country (Blue Ant, #2)",en-US,3.66,14855,16351,1357,331,1368,5061,6307,3284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6169,48484,48484,47428,33,765312182,9.78077E+12,Peter Watts,2006,Blindsight,"Blindsight (Firefall, #1)",eng,3.99,14583,17483,1593,372,1034,3461,6108,6508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6191,2615008,2615008,2639658,36,307377040,9.78031E+12,Joseph O'Neill,2008,Netherland,Netherland,eng,3.4,13314,15734,2355,685,2192,5224,5338,2295,https://images.gr-assets.com/books/1344205853m/2615008.jpg,https://images.gr-assets.com/books/1344205853s/2615008.jpg
6192,75020,75020,72565,55,345460065,9.78035E+12,Steve Berry,2004,The Romanov Prophecy,The Romanov Prophecy,eng,3.9,17052,18300,954,220,901,4627,7241,5311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6194,1096390,1096390,1792422,91,374280967,9.78037E+12,Alan Bennett,2007,The Uncommon Reader ,The Uncommon Reader,eng,3.82,16957,22636,4211,308,1378,6039,9331,5580,https://images.gr-assets.com/books/1317064291m/1096390.jpg,https://images.gr-assets.com/books/1317064291s/1096390.jpg
6196,831829,831829,280664,17,971977550,9.78097E+12,"Steve Niles, Ben Templesmith",2001,30 Days of Night,"30 Days of Night, Vol. 1",,3.81,15532,15895,467,430,1326,4123,4993,5023,https://images.gr-assets.com/books/1178747918m/831829.jpg,https://images.gr-assets.com/books/1178747918s/831829.jpg
6234,23965,23965,1087464,58,8433972618,9.78843E+12,Irvine Welsh,2005,Porno,Porno,,3.78,13049,15315,470,221,1029,4352,6056,3657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6249,105703,105703,939995,20,1401203140,9.7814E+12,"Brian K. Vaughan, Niko Henrichon",2006,Pride of Baghdad,Pride of Baghdad,eng,3.88,17203,18146,1291,416,1240,4268,6350,5872,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6252,29397,29397,1745528,32,345479718,9.78035E+12,Richard K. Morgan,2005,Woken Furies,"Woken Furies (Takeshi Kovacs, #3)",eng,4.1,14540,16420,456,108,545,2986,6799,5982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6331,105973,105973,102154,30,785117210,9.78079E+12,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",2006,House of M,House of M,eng,3.97,14960,15636,429,276,923,3357,5456,5624,https://images.gr-assets.com/books/1409502209m/105973.jpg,https://images.gr-assets.com/books/1409502209s/105973.jpg
6364,28923,28923,3333606,74,571225403,9.78057E+12,Kazuo Ishiguro,2000,When We Were Orphans,When We Were Orphans,eng,3.45,13886,17018,1616,436,2011,6325,6023,2223,https://images.gr-assets.com/books/1465820100m/28923.jpg,https://images.gr-assets.com/books/1465820100s/28923.jpg
6411,21328,21328,1425228,10,1401205003,9.7814E+12,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands","Fables, Vol. 6: Homelands",eng,4.3,18893,19219,585,123,330,2310,7260,9196,https://images.gr-assets.com/books/1327962707m/21328.jpg,https://images.gr-assets.com/books/1327962707s/21328.jpg
6413,2924318,2924318,2951639,42,374299102,9.78037E+12,Marilynne Robinson,2008,Home,"Home (Gilead, #2)",eng,3.97,13851,15891,2608,367,979,3060,5898,5587,https://images.gr-assets.com/books/1426188598m/2924318.jpg,https://images.gr-assets.com/books/1426188598s/2924318.jpg
6440,99219,99219,1278722,45,765340771,9.78077E+12,"Brian Herbert, Kevin J. Anderson",2002,Dune: The Butlerian Jihad,"The Butlerian Jihad (Legends of Dune, #1)",eng,3.57,14868,15853,424,993,1695,4320,5026,3819,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
